date,sales,day_of_year,day_of_week,month,year
2021-08-04,54.27843754007882,216,2,8,2021
2021-08-05,56.616391709895865,217,3,8,2021
2021-08-06,60.27323468990261,218,4,8,2021
2021-08-07,46.93338953084895,219,5,8,2021
2021-08-08,48.04361839147125,220,6,8,2021
2021-08-09,48.23139176909656,221,0,8,2021
2021-08-10,50.00828451773247,222,1,8,2021
2021-08-11,59.19852945251631,223,2,8,2021
2021-08-12,47.88886018256792,224,3,8,2021
2021-08-13,48.01978852644278,225,4,8,2021
2021-08-14,42.40390678878382,226,5,8,2021
2021-08-15,47.992050325536994,227,6,8,2021
2021-08-16,51.01818580027791,228,0,8,2021
2021-08-17,58.29446366148987,229,1,8,2021
2021-08-18,51.374131655710514,230,2,8,2021
2021-08-19,49.72589244089614,231,3,8,2021
2021-08-20,41.70326144130548,232,4,8,2021
2021-08-21,41.535487004801226,233,5,8,2021
2021-08-22,46.47854250543602,234,6,8,2021
2021-08-23,52.160320803622405,235,0,8,2021
2021-08-24,47.55252835226419,236,1,8,2021
2021-08-25,57.36038865350475,237,2,8,2021
2021-08-26,56.97361263061529,238,3,8,2021
2021-08-27,47.8168685454779,239,4,8,2021
2021-08-28,52.326441535926634,240,5,8,2021
2021-08-29,39.94192600615115,241,6,8,2021
2021-08-30,41.40467673273841,242,0,8,2021
2021-08-31,42.556474614536484,243,1,8,2021
2021-09-01,59.81384753784856,244,2,9,2021
2021-09-02,52.82345204909304,245,3,9,2021
2021-09-03,44.86328173324512,246,4,9,2021
2021-09-04,43.76949396629612,247,5,9,2021
2021-09-05,37.64664854778951,248,6,9,2021
2021-09-06,59.35631080610358,249,0,9,2021
2021-09-07,51.63249599373478,250,1,9,2021
2021-09-08,52.45395157013499,251,2,9,2021
2021-09-09,52.79115876130146,252,3,9,2021
2021-09-10,47.19460519207158,253,4,9,2021
2021-09-11,43.17536764426307,254,5,9,2021
2021-09-12,39.04624038141145,255,6,9,2021
2021-09-13,49.24790188728889,256,0,9,2021
2021-09-14,60.198268822198,257,1,9,2021
2021-09-15,58.47482642348715,258,2,9,2021
2021-09-16,57.008233449046365,259,3,9,2021
2021-09-17,42.1529035348876,260,4,9,2021
2021-09-18,37.06700497265871,261,5,9,2021
2021-09-19,42.36861699882945,262,6,9,2021
2021-09-20,47.20816792108157,263,0,9,2021
2021-09-21,56.3383065855225,264,1,9,2021
2021-09-22,43.404988269208914,265,2,9,2021
2021-09-23,56.85017093650649,266,3,9,2021
2021-09-24,44.11973447774027,267,4,9,2021
2021-09-25,40.12221600419428,268,5,9,2021
2021-09-26,38.21953735210167,269,6,9,2021
2021-09-27,38.97878599367602,270,0,9,2021
2021-09-28,55.34783714783907,271,1,9,2021
2021-09-29,52.6397244423988,272,2,9,2021
2021-09-30,43.199692507122805,273,3,9,2021
2021-10-01,38.92276657116785,274,4,10,2021
2021-10-02,41.107435204895786,275,5,10,2021
2021-10-03,52.19628494477463,276,6,10,2021
2021-10-04,46.567629039340346,277,0,10,2021
2021-10-05,44.370189619100316,278,1,10,2021
2021-10-06,51.73973626445081,279,2,10,2021
2021-10-07,49.02257381554487,280,3,10,2021
2021-10-08,32.69176816921237,281,4,10,2021
2021-10-09,43.33422799408499,282,5,10,2021
2021-10-10,43.55709512229399,283,6,10,2021
2021-10-11,52.24838685610554,284,0,10,2021
2021-10-12,62.07355264189251,285,1,10,2021
2021-10-13,59.58515066569248,286,2,10,2021
2021-10-14,50.066523764804124,287,3,10,2021
2021-10-15,41.70913237990501,288,4,10,2021
2021-10-16,57.57871816625716,289,5,10,2021
2021-10-17,46.15459231677839,290,6,10,2021
2021-10-18,50.024096692197595,291,0,10,2021
2021-10-19,53.93544009261712,292,1,10,2021
2021-10-20,56.210064281099946,293,2,10,2021
2021-10-21,51.99631331043505,294,3,10,2021
2021-10-22,45.72023304243933,295,4,10,2021
2021-10-23,43.36382667732233,296,5,10,2021
2021-10-24,47.12013352363841,297,6,10,2021
2021-10-25,48.70168841450997,298,0,10,2021
2021-10-26,51.99491424732399,299,1,10,2021
2021-10-27,57.293326672155374,300,2,10,2021
2021-10-28,53.02295221200361,301,3,10,2021
2021-10-29,57.726137969744464,302,4,10,2021
2021-10-30,34.49851724350921,303,5,10,2021
2021-10-31,54.43399078839283,304,6,10,2021
2021-11-01,59.37879239784615,305,0,11,2021
2021-11-02,46.95841848581147,306,1,11,2021
2021-11-03,56.85030033131586,307,2,11,2021
2021-11-04,54.2791862244559,308,3,11,2021
2021-11-05,45.042798852431815,309,4,11,2021
2021-11-06,45.77373120303533,310,5,11,2021
2021-11-07,45.367911290553366,311,6,11,2021
2021-11-08,63.888549529205406,312,0,11,2021
2021-11-09,64.01669042380287,313,1,11,2021
2021-11-10,66.9681314761154,314,2,11,2021
2021-11-11,61.82463844993703,315,3,11,2021
2021-11-12,48.547827062633516,316,4,11,2021
2021-11-13,49.18534434307068,317,5,11,2021
2021-11-14,55.54474863324788,318,6,11,2021
2021-11-15,51.22514023177982,319,0,11,2021
2021-11-16,65.14290228681983,320,1,11,2021
2021-11-17,61.678894278608475,321,2,11,2021
2021-11-18,58.64240778591272,322,3,11,2021
2021-11-19,60.07769381695456,323,4,11,2021
2021-11-20,56.388141838457116,324,5,11,2021
2021-11-21,53.68048473723332,325,6,11,2021
2021-11-22,65.54790829686473,326,0,11,2021
2021-11-23,58.61558560070088,327,1,11,2021
2021-11-24,68.43016719888377,328,2,11,2021
2021-11-25,65.97841751079824,329,3,11,2021
2021-11-26,57.49744056819962,330,4,11,2021
2021-11-27,58.34508880348321,331,5,11,2021
2021-11-28,51.802098456453784,332,6,11,2021
2021-11-29,66.96792292270631,333,0,11,2021
2021-11-30,65.71651613686888,334,1,11,2021
2021-12-01,65.38000595243821,335,2,12,2021
2021-12-02,70.92350101999833,336,3,12,2021
2021-12-03,58.21080759739305,337,4,12,2021
2021-12-04,52.38067149394873,338,5,12,2021
2021-12-05,53.00366086137192,339,6,12,2021
2021-12-06,68.12694309832861,340,0,12,2021
2021-12-07,63.007323805047214,341,1,12,2021
2021-12-08,79.5547413336206,342,2,12,2021
2021-12-09,58.07402469169154,343,3,12,2021
2021-12-10,73.03744870843903,344,4,12,2021
2021-12-11,63.317481454167215,345,5,12,2021
2021-12-12,63.15877902236376,346,6,12,2021
2021-12-13,65.24329908477432,347,0,12,2021
2021-12-14,74.2909526793132,348,1,12,2021
2021-12-15,73.49253147305,349,2,12,2021
2021-12-16,76.9135772005767,350,3,12,2021
2021-12-17,68.052487160575,351,4,12,2021
2021-12-18,65.95219167603449,352,5,12,2021
2021-12-19,64.77399609834814,353,6,12,2021
2021-12-20,70.64361655138752,354,0,12,2021
2021-12-21,76.80477924557974,355,1,12,2021
2021-12-22,68.10971705336422,356,2,12,2021
2021-12-23,67.64465527634543,357,3,12,2021
2021-12-24,74.19414681286491,358,4,12,2021
2021-12-25,69.05875022182856,359,5,12,2021
2021-12-26,68.68244113580486,360,6,12,2021
2021-12-27,74.03667130651142,361,0,12,2021
2021-12-28,80.02498629653653,362,1,12,2021
2021-12-29,76.98751094141734,363,2,12,2021
2021-12-30,73.52354328943564,364,3,12,2021
2021-12-31,74.48956149160674,365,4,12,2021
2022-01-01,66.43338391523677,1,5,1,2022
2022-01-02,74.7660135244503,2,6,1,2022
2022-01-03,68.554805352235,3,0,1,2022
2022-01-04,86.55616989471729,4,1,1,2022
2022-01-05,85.17196527441719,5,2,1,2022
2022-01-06,81.81650125432705,6,3,1,2022
2022-01-07,81.54295592418319,7,4,1,2022
2022-01-08,82.68292722902227,8,5,1,2022
2022-01-09,80.82335044058085,9,6,1,2022
2022-01-10,70.88583670221243,10,0,1,2022
2022-01-11,78.03001768765435,11,1,1,2022
2022-01-12,82.69671579866747,12,2,1,2022
2022-01-13,83.67225403470853,13,3,1,2022
2022-01-14,82.21615493766636,14,4,1,2022
2022-01-15,73.71740675290813,15,5,1,2022
2022-01-16,79.66741838667517,16,6,1,2022
2022-01-17,79.28619544972103,17,0,1,2022
2022-01-18,84.33334044695106,18,1,1,2022
2022-01-19,81.7399646378509,19,2,1,2022
2022-01-20,81.86684141532452,20,3,1,2022
2022-01-21,75.79870935946995,21,4,1,2022
2022-01-22,75.38341559089962,22,5,1,2022
2022-01-23,86.9051565976234,23,6,1,2022
2022-01-24,81.20551319271823,24,0,1,2022
2022-01-25,103.42760338111968,25,1,1,2022
2022-01-26,94.09932521610125,26,2,1,2022
2022-01-27,90.25069630041818,27,3,1,2022
2022-01-28,81.09223914314425,28,4,1,2022
2022-01-29,86.57396461960823,29,5,1,2022
2022-01-30,81.55048475848417,30,6,1,2022
2022-01-31,89.3357363905356,31,0,1,2022
2022-02-01,105.82011481931542,32,1,2,2022
2022-02-02,93.88662633583688,33,2,2,2022
2022-02-03,97.7866410107634,34,3,2,2022
2022-02-04,84.56085675933075,35,4,2,2022
2022-02-05,85.56852555179704,36,5,2,2022
2022-02-06,95.93146799663616,37,6,2,2022
2022-02-07,88.2167838981212,38,0,2,2022
2022-02-08,104.68441728693503,39,1,2,2022
2022-02-09,100.48413487729074,40,2,2,2022
2022-02-10,91.78178047109016,41,3,2,2022
2022-02-11,93.76743904855213,42,4,2,2022
2022-02-12,93.1091615599565,43,5,2,2022
2022-02-13,92.66314173537866,44,6,2,2022
2022-02-14,85.95028223167866,45,0,2,2022
2022-02-15,94.40889648260203,46,1,2,2022
2022-02-16,98.10228089202637,47,2,2,2022
2022-02-17,96.58801512283648,48,3,2,2022
2022-02-18,96.04588426299404,49,4,2,2022
2022-02-19,91.44256826397437,50,5,2,2022
2022-02-20,85.15509833964808,51,6,2,2022
2022-02-21,97.94969015381461,52,0,2,2022
2022-02-22,103.31389461753076,53,1,2,2022
2022-02-23,104.32382905076075,54,2,2,2022
2022-02-24,104.51724788565286,55,3,2,2022
2022-02-25,99.23300524422532,56,4,2,2022
2022-02-26,94.93810207237645,57,5,2,2022
2022-02-27,93.53596641351454,58,6,2,2022
2022-02-28,89.76528600313074,59,0,2,2022
2022-03-01,104.39645014501208,60,1,3,2022
2022-03-02,104.51631030361008,61,2,3,2022
2022-03-03,102.38944409008863,62,3,3,2022
2022-03-04,90.56268681399206,63,4,3,2022
2022-03-05,89.08441316451885,64,5,3,2022
2022-03-06,100.96415230700649,65,6,3,2022
2022-03-07,99.64765738438442,66,0,3,2022
2022-03-08,107.3946156939383,67,1,3,2022
2022-03-09,105.32129966965816,68,2,3,2022
2022-03-10,102.84493229940756,69,3,3,2022
2022-03-11,103.2649102287227,70,4,3,2022
2022-03-12,93.49869867922742,71,5,3,2022
2022-03-13,97.73009966287965,72,6,3,2022
2022-03-14,99.04677334806878,73,0,3,2022
2022-03-15,103.28869558449253,74,1,3,2022
2022-03-16,105.0690099772384,75,2,3,2022
2022-03-17,105.2028434826557,76,3,3,2022
2022-03-18,97.5364048381434,77,4,3,2022
2022-03-19,103.67477857805113,78,5,3,2022
2022-03-20,94.0537506490785,79,6,3,2022
2022-03-21,101.6611073476004,80,0,3,2022
2022-03-22,104.459682074013,81,1,3,2022
2022-03-23,115.00659788165112,82,2,3,2022
2022-03-24,106.19130788073035,83,3,3,2022
2022-03-25,106.16510779092408,84,4,3,2022
2022-03-26,91.00317929137428,85,5,3,2022
2022-03-27,100.85614810072084,86,6,3,2022
2022-03-28,107.9967480032677,87,0,3,2022
2022-03-29,107.9818091817538,88,1,3,2022
2022-03-30,113.97000234137916,89,2,3,2022
2022-03-31,103.45175279281128,90,3,3,2022
2022-04-01,108.84099348231844,91,4,4,2022
2022-04-02,110.6725064271653,92,5,4,2022
2022-04-03,98.41236764056362,93,6,4,2022
2022-04-04,101.98535190492753,94,0,4,2022
2022-04-05,115.46017896856495,95,1,4,2022
2022-04-06,117.12192770040494,96,2,4,2022
2022-04-07,103.96397511980054,97,3,4,2022
2022-04-08,100.1920429100454,98,4,4,2022
2022-04-09,98.22649301504754,99,5,4,2022
2022-04-10,93.92043893567501,100,6,4,2022
2022-04-11,99.99453009927576,101,0,4,2022
2022-04-12,103.50634800797776,102,1,4,2022
2022-04-13,105.67783218235084,103,2,4,2022
2022-04-14,106.65666161552767,104,3,4,2022
2022-04-15,103.67503131475996,105,4,4,2022
2022-04-16,107.55819322081003,106,5,4,2022
2022-04-17,95.7806262521059,107,6,4,2022
2022-04-18,109.59868528856067,108,0,4,2022
2022-04-19,107.50612977795495,109,1,4,2022
2022-04-20,109.27843441712156,110,2,4,2022
2022-04-21,110.1732112413183,111,3,4,2022
2022-04-22,96.8196658217441,112,4,4,2022
2022-04-23,101.60755584420096,113,5,4,2022
2022-04-24,101.45519115133135,114,6,4,2022
2022-04-25,106.9508114118556,115,0,4,2022
2022-04-26,109.79458955474871,116,1,4,2022
2022-04-27,121.53637042521791,117,2,4,2022
2022-04-28,103.30624033653875,118,3,4,2022
2022-04-29,99.43610397247544,119,4,4,2022
2022-04-30,96.19989151214658,120,5,4,2022
2022-05-01,97.42820479462446,121,6,5,2022
2022-05-02,100.84716309589888,122,0,5,2022
2022-05-03,113.80257708651862,123,1,5,2022
2022-05-04,115.83467549963,124,2,5,2022
2022-05-05,103.07737253455727,125,3,5,2022
2022-05-06,97.32970730093318,126,4,5,2022
2022-05-07,101.03766506472849,127,5,5,2022
2022-05-08,96.77443954959926,128,6,5,2022
2022-05-09,106.49407833190882,129,0,5,2022
2022-05-10,108.13318131580615,130,1,5,2022
2022-05-11,100.38066200963017,131,2,5,2022
2022-05-12,112.86243016857821,132,3,5,2022
2022-05-13,109.63167070549582,133,4,5,2022
2022-05-14,94.74487296624643,134,5,5,2022
2022-05-15,96.69315265427768,135,6,5,2022
2022-05-16,103.823182517411,136,0,5,2022
2022-05-17,107.82408058193569,137,1,5,2022
2022-05-18,110.25460116464899,138,2,5,2022
2022-05-19,114.14817265951709,139,3,5,2022
2022-05-20,98.71003133614548,140,4,5,2022
2022-05-21,92.73055420882584,141,5,5,2022
2022-05-22,90.61953541423561,142,6,5,2022
2022-05-23,97.59544026862643,143,0,5,2022
2022-05-24,104.81468554862266,144,1,5,2022
2022-05-25,114.7360150487163,145,2,5,2022
2022-05-26,100.28380286397179,146,3,5,2022
2022-05-27,99.46232928585525,147,4,5,2022
2022-05-28,95.36301758239357,148,5,5,2022
2022-05-29,102.15622360146133,149,6,5,2022
2022-05-30,112.55848418559619,150,0,5,2022
2022-05-31,100.9758931221717,151,1,5,2022
2022-06-01,101.94271620336355,152,2,6,2022
2022-06-02,106.69671553932893,153,3,6,2022
2022-06-03,100.33486257790896,154,4,6,2022
2022-06-04,103.2392543189858,155,5,6,2022
2022-06-05,97.67366637345093,156,6,6,2022
2022-06-06,96.6469311197731,157,0,6,2022
2022-06-07,105.0835066595424,158,1,6,2022
2022-06-08,108.41448332921205,159,2,6,2022
2022-06-09,104.04106665624568,160,3,6,2022
2022-06-10,97.90685397987708,161,4,6,2022
2022-06-11,97.76715067108256,162,5,6,2022
2022-06-12,99.0121955463724,163,6,6,2022
2022-06-13,103.75016791030721,164,0,6,2022
2022-06-14,103.75471382819339,165,1,6,2022
2022-06-15,100.40192313368395,166,2,6,2022
2022-06-16,99.02505849464634,167,3,6,2022
2022-06-17,99.74282320893022,168,4,6,2022
2022-06-18,86.6765315553271,169,5,6,2022
2022-06-19,93.32483651404003,170,6,6,2022
2022-06-20,93.17743596713778,171,0,6,2022
2022-06-21,98.949338540103,172,1,6,2022
2022-06-22,105.91460715844092,173,2,6,2022
2022-06-23,97.52289814653936,174,3,6,2022
2022-06-24,92.21014909385966,175,4,6,2022
2022-06-25,82.22209164753188,176,5,6,2022
2022-06-26,93.46607616713173,177,6,6,2022
2022-06-27,96.61876870597959,178,0,6,2022
2022-06-28,107.86369050784583,179,1,6,2022
2022-06-29,96.22055072360553,180,2,6,2022
2022-06-30,95.89624837078377,181,3,6,2022
2022-07-01,91.45468804039858,182,4,7,2022
2022-07-02,95.1358618061984,183,5,7,2022
2022-07-03,87.48368472316278,184,6,7,2022
2022-07-04,93.0106522304182,185,0,7,2022
2022-07-05,98.31065109686976,186,1,7,2022
2022-07-06,96.91650626100835,187,2,7,2022
2022-07-07,90.79332665163003,188,3,7,2022
2022-07-08,89.40490868871822,189,4,7,2022
2022-07-09,90.84584573449897,190,5,7,2022
2022-07-10,81.0597905953413,191,6,7,2022
2022-07-11,90.51642054189756,192,0,7,2022
2022-07-12,90.01112350705674,193,1,7,2022
2022-07-13,100.20449154782334,194,2,7,2022
2022-07-14,83.66130239335865,195,3,7,2022
2022-07-15,83.89824006704728,196,4,7,2022
2022-07-16,85.62948730998181,197,5,7,2022
2022-07-17,92.29377836721203,198,6,7,2022
2022-07-18,87.80535960035316,199,0,7,2022
2022-07-19,89.02771112692191,200,1,7,2022
2022-07-20,101.93715941711586,201,2,7,2022
2022-07-21,82.35010661502862,202,3,7,2022
2022-07-22,74.02326809543808,203,4,7,2022
2022-07-23,84.28014057173321,204,5,7,2022
2022-07-24,80.30539812637863,205,6,7,2022
2022-07-25,81.39100350745025,206,0,7,2022
2022-07-26,93.7227643561663,207,1,7,2022
2022-07-27,92.14253447461606,208,2,7,2022
2022-07-28,85.17748567624837,209,3,7,2022
2022-07-29,77.03968227511552,210,4,7,2022
2022-07-30,84.88311803511374,211,5,7,2022
2022-07-31,84.5249429095385,212,6,7,2022
2022-08-01,84.4777035822874,213,0,8,2022
2022-08-02,97.90936741143733,214,1,8,2022
2022-08-03,84.0877242972949,215,2,8,2022
2022-08-04,78.90491327252067,216,3,8,2022
2022-08-05,78.53698752166551,217,4,8,2022
2022-08-06,78.8695023366647,218,5,8,2022
2022-08-07,81.08912053362178,219,6,8,2022
2022-08-08,82.38837546591095,220,0,8,2022
2022-08-09,89.0805135445923,221,1,8,2022
2022-08-10,81.84817427555606,222,2,8,2022
2022-08-11,92.44333540772294,223,3,8,2022
2022-08-12,80.3025689118567,224,4,8,2022
2022-08-13,83.42609851584803,225,5,8,2022
2022-08-14,80.35418578594978,226,6,8,2022
2022-08-15,84.67295758779699,227,0,8,2022
2022-08-16,88.99075197022722,228,1,8,2022
2022-08-17,89.1936717717388,229,2,8,2022
2022-08-18,87.31548946688352,230,3,8,2022
2022-08-19,86.26507525973244,231,4,8,2022
2022-08-20,77.75734788628591,232,5,8,2022
2022-08-21,81.1503371245762,233,6,8,2022
2022-08-22,80.93540186399865,234,0,8,2022
2022-08-23,92.36800409286604,235,1,8,2022
2022-08-24,82.6297584943078,236,2,8,2022
2022-08-25,92.19472323509208,237,3,8,2022
2022-08-26,78.53867907507612,238,4,8,2022
2022-08-27,68.77348053633071,239,5,8,2022
2022-08-28,77.4313495791421,240,6,8,2022
2022-08-29,77.19765400951765,241,0,8,2022
2022-08-30,88.62320828946216,242,1,8,2022
2022-08-31,82.03532099399777,243,2,8,2022
2022-09-01,80.2803708318903,244,3,9,2022
2022-09-02,68.64796560430239,245,4,9,2022
2022-09-03,73.05733550911356,246,5,9,2022
2022-09-04,64.09861923300407,247,6,9,2022
2022-09-05,72.1466199620758,248,0,9,2022
2022-09-06,87.72166448396398,249,1,9,2022
2022-09-07,88.76375590856465,250,2,9,2022
2022-09-08,84.2119274235969,251,3,9,2022
2022-09-09,72.87149041786921,252,4,9,2022
2022-09-10,74.72866427023966,253,5,9,2022
2022-09-11,75.88629985886642,254,6,9,2022
2022-09-12,73.99882950789834,255,0,9,2022
2022-09-13,91.1995919056677,256,1,9,2022
2022-09-14,89.02332282415306,257,2,9,2022
2022-09-15,80.8205673411255,258,3,9,2022
2022-09-16,77.72077500252932,259,4,9,2022
2022-09-17,75.92855797434282,260,5,9,2022
2022-09-18,65.654719763282,261,6,9,2022
2022-09-19,78.55370498194775,262,0,9,2022
2022-09-20,80.31166241487215,263,1,9,2022
2022-09-21,79.70761397514504,264,2,9,2022
2022-09-22,80.63947197091481,265,3,9,2022
2022-09-23,86.73489746515833,266,4,9,2022
2022-09-24,78.29165029453182,267,5,9,2022
2022-09-25,73.24909143646923,268,6,9,2022
2022-09-26,82.93501343040633,269,0,9,2022
